1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0.119214222,0.115582116,0.128095211,0.108363601,0.153869675,0.128203393,0.110178561,0.14966447,0.417834371,0.560992666,0.08754758,0.144613962,0.234627346,0.16575524,0.359972474,0.238184623,0.203566408,0.269523687,0.167205721,0.16539522,0.222520789,0.439818468,0.101720778,0.141278917,0.106391736,0.108119189,0.113867314,0.123974373,0.102579595,0.096056171,0.118323052,0.256652404,0.379584359,0.251623982,0.312306681,0.391372102,0.270026734,0.274333396,0.501260308,0.155653863,0.191427914,0.462839488,0.361070128,0.075731497,0.109058121
0.119214222,0,0.030961846,0.06423397,0.007612513,0.069619387,0.044172681,0.087840984,0.075583396,0.256715574,0.330833141,0.086999056,0.086517191,0.112379223,0.085247257,0.221406865,0.108765456,0.106084571,0.182161654,0.119918649,0.108767915,0.175013571,0.321038865,0.059796922,0.120130652,0.112095934,0.111092593,0.101459875,0.100612491,0.103381312,0.112197357,0.151053963,0.163281711,0.197080082,0.092293324,0.17284718,0.243275434,0.149475494,0.167596852,0.320651557,0.169765766,0.116758185,0.312155149,0.329059079,0.133693016,0.188488302
0.115582116,0.030961846,0,0.051989312,0.060895396,0.056240586,0.072369959,0.10995922,0.075821766,0.195315796,0.259612417,0.090028744,0.141324507,0.157790658,0.114647019,0.177698165,0.097247992,0.068945944,0.112408922,0.071249902,0.073674468,0.115532338,0.275105228,0.057076865,0.106983293,0.06657679,0.054737724,0.052369041,0.072210136,0.078177578,0.111074075,0.151081787,0.114439571,0.130675567,0.091862783,0.134606286,0.15098772,0.079083901,0.086372006,0.230558711,0.15646109,0.061929611,0.230688952,0.295014711,0.120529786,0.153334694
0.128095211,0.06423397,0.051989312,0,0.077472422,0.040354303,0.082447891,0.117217324,0.095377834,0.195435826,0.257165845,0.047728211,0.084996452,0.098968728,0.092502158,0.251818266,0.143722451,0.116957764,0.092755251,0.068022343,0.074241934,0.16053979,0.217227667,0.06548923,0.069744107,0.020066753,0.078102023,0.059191879,0.064984276,0.052704714,0.116086376,0.178840752,0.157959583,0.163989878,0.149120176,0.235095485,0.224029161,0.101111793,0.136216445,0.236840022,0.121430766,0.103665051,0.258333312,0.341273673,0.163555126,0.202628465
0.108363601,0.007612513,0.060895396,0.077472422,0,0.055758848,0.007448064,0.077045363,0.051804528,0.253762856,0.372244704,0.065011497,0.048545562,0.076280289,0.07933198,0.220195207,0.080505201,0.114500431,0.206275528,0.140751641,0.118981279,0.192779391,0.446399333,0.034767141,0.066367515,0.096491228,0.088948587,0.080959546,0.067828464,0.089005509,0.072457364,0.14959178,0.151407826,0.194648929,0.096986797,0.237020562,0.312740806,0.184668494,0.208957407,0.391666423,0.176449827,0.092156135,0.358850738,0.348646768,0.176312824,0.213465585
0.153869675,0.069619387,0.056240586,0.040354303,0.055758848,0,0.031491433,0.095698289,0.037190541,0.184723231,0.266162565,0.08182959,0.096886925,0.096860456,0.088786156,0.207569043,0.114029869,0.095506233,0.121779232,0.084871681,0.081760544,0.138320772,0.277330074,0.063219002,0.083949739,0.078340348,0.094439155,0.096048963,0.100919047,0.108520867,0.136775718,0.140218352,0.118077979,0.174607798,0.103016198,0.169705562,0.210351898,0.121550252,0.136279707,0.253377853,0.109283259,0.064188668,0.280319568,0.251603617,0.150598369,0.212647428
0.128203393,0.044172681,0.072369959,0.082447891,0.007448064,0.031491433,0,0.037382063,0.012560817,0.309519289,0.428602041,0.064030142,0.056330961,0.059741889,0.048847998,0.272075276,0.137260521,0.126175587,0.210589266,0.128511505,0.126548582,0.193340207,0.428167461,0.075618104,0.101885878,0.129757125,0.126887537,0.114429635,0.137464909,0.15336928,0.161004641,0.131627518,0.150761229,0.240082441,0.131422662,0.213693865,0.298920597,0.172745397,0.206192593,0.415678641,0.168842857,0.106661104,0.440718746,0.33470541,0.154755746,0.248542327
0.110178561,0.087840984,0.10995922,0.117217324,0.077045363,0.095698289,0.037382063,0,0.099221202,0.498100409,0.743849443,0.097323847,0.081651725,0.08591428,0.04998341,0.507513447,0.310899474,0.304401704,0.316345456,0.212640075,0.228255276,0.307068233,0.498486529,0.165350403,0.175535692,0.189493442,0.162886703,0.146380133,0.199111219,0.195452975,0.219983823,0.221192079,0.309171268,0.430185495,0.269215929,0.333612503,0.477067784,0.294394495,0.305605749,0.624750804,0.245987919,0.219367953,0.657442996,0.465128477,0.209435532,0.310365251
0.14966447,0.075583396,0.075821766,0.095377834,0.051804528,0.037190541,0.012560817,0.099221202,0,0.315515985,0.486960103,0.097969635,0.148406242,0.117824267,0.112099644,0.284679935,0.142295786,0.112097171,0.231703051,0.136088651,0.13371101,0.211781913,0.448225923,0.071927401,0.123483157,0.163530757,0.103010115,0.093242667,0.138013756,0.158167455,0.176088705,0.186726699,0.176175852,0.289452408,0.184626393,0.239375454,0.318697549,0.205936585,0.223398724,0.476173817,0.204694453,0.11677814,0.436998398,0.451075537,0.217718288,0.330530349
0.417834371,0.256715574,0.195315796,0.195435826,0.253762856,0.184723231,0.309519289,0.498100409,0.315515985,0,0.01279566,0.320055337,0.333994995,0.381935068,0.442062958,0.081284479,0.098275926,0.119180402,0.09834951,0.154747745,0.109605746,0.17531325,0.452916075,0.188320238,0.198655588,0.203347713,0.189179419,0.187645635,0.194061217,0.17805195,0.28389812,0.305118413,0.149348664,0.090922975,0.18300775,0.366715823,0.284820234,0.106761538,0.16281774,0.109691938,0.267703479,0.120360308,0.067036573,0.463790221,0.376760016,0.359391971
0.560992666,0.330833141,0.259612417,0.257165845,0.372244704,0.266162565,0.428602041,0.743849443,0.486960103,0.01279566,0,0.466955363,0.470553634,0.545518614,0.653873952,0.09728652,0.150819499,0.18295597,0.122450354,0.178768493,0.14451178,0.236506621,0.754579892,0.259844107,0.258783159,0.296603159,0.266975893,0.238816583,0.280065539,0.241612905,0.402546182,0.44297021,0.223370287,0.134397777,0.357911532,0.640089024,0.478482899,0.135652563,0.232462065,0.157741062,0.406448002,0.224134048,0.111463074,0.792089002,0.602543557,0.55961228
0.08754758,0.086999056,0.090028744,0.047728211,0.065011497,0.08182959,0.064030142,0.097323847,0.097969635,0.320055337,0.466955363,0,0.043003014,0.10334479,0.070711959,0.350194563,0.180069105,0.163003013,0.210483758,0.138489248,0.133227943,0.249255132,0.349689774,0.088363113,0.113237395,0.034948128,0.092548709,0.082275679,0.107146297,0.087350095,0.147765645,0.17480789,0.238376291,0.32014247,0.258323812,0.338628949,0.344658947,0.202291568,0.26981547,0.444253963,0.176808401,0.159958242,0.431713016,0.459736809,0.198756171,0.235072604
0.144613962,0.086517191,0.141324507,0.084996452,0.048545562,0.096886925,0.056330961,0.081651725,0.148406242,0.333994995,0.470553634,0.043003014,0,0.04104746,0.063820733,0.39551565,0.232384603,0.248433216,0.24644141,0.186364871,0.162364948,0.25702678,0.483164599,0.127955243,0.126876108,0.109338634,0.162428453,0.137866137,0.150598369,0.137326487,0.183203713,0.193763303,0.283645965,0.334739259,0.227210697,0.412205979,0.468183006,0.255538494,0.29245889,0.456261195,0.192288753,0.188450166,0.474841418,0.447261781,0.211764292,0.268205084
0.234627346,0.112379223,0.157790658,0.098968728,0.076280289,0.096860456,0.059741889,0.08591428,0.117824267,0.381935068,0.545518614,0.10334479,0.04104746,0,0.061571125,0.446876483,0.257931257,0.296105721,0.257255938,0.187114114,0.172511637,0.274541293,0.539503664,0.177551165,0.178807401,0.156450391,0.216413308,0.148158354,0.191980356,0.166964632,0.243368185,0.30204773,0.279901704,0.366611228,0.241250734,0.472543687,0.436509168,0.305079238,0.271992755,0.559009281,0.282375164,0.194493385,0.576523671,0.584349165,0.336114232,0.407213942
0.16575524,0.085247257,0.114647019,0.092502158,0.07933198,0.088786156,0.048847998,0.04998341,0.112099644,0.442062958,0.653873952,0.070711959,0.063820733,0.061571125,0,0.498450602,0.276112451,0.287883081,0.279913171,0.195030109,0.194790237,0.244474533,0.395727956,0.188679021,0.198501873,0.15676476,0.202366739,0.15505185,0.214507535,0.202726822,0.231169266,0.240762523,0.252346584,0.353555452,0.195397242,0.255511696,0.345599821,0.258703938,0.252687014,0.567646289,0.241697699,0.160993857,0.604585263,0.422523671,0.249671961,0.316465028
0.359972474,0.221406865,0.177698165,0.251818266,0.220195207,0.207569043,0.272075276,0.507513447,0.284679935,0.081284479,0.09728652,0.350194563,0.39551565,0.446876483,0.498450602,0,0.011757635,0.039815578,0.176818096,0.156925355,0.119756878,0.161677648,0.619488274,0.175017713,0.218930973,0.268176134,0.19594336,0.198386971,0.22652282,0.21121537,0.257557923,0.243931171,0.115228784,0.116239612,0.127674138,0.304851045,0.238069651,0.162190683,0.211059883,0.249720375,0.340825868,0.118514434,0.136220318,0.464266051,0.358978157,0.337567179
0.238184623,0.108765456,0.097247992,0.143722451,0.080505201,0.114029869,0.137260521,0.310899474,0.142295786,0.098275926,0.150819499,0.180069105,0.232384603,0.257931257,0.276112451,0.011757635,0,0.008876092,0.138233962,0.103277838,0.077963727,0.14555148,0.4536891,0.098949404,0.146423503,0.144069202,0.128422364,0.136052513,0.138870446,0.133969415,0.156691169,0.179263361,0.063888641,0.090363909,0.073013182,0.217168404,0.196651768,0.122651973,0.155182611,0.290327575,0.25392164,0.072509124,0.16596864,0.381362382,0.250260992,0.243617135
0.203566408,0.106084571,0.068945944,0.116957764,0.114500431,0.095506233,0.126175587,0.304401704,0.112097171,0.119180402,0.18295597,0.163003013,0.248433216,0.296105721,0.287883081,0.039815578,0.008876092,0,0.142992996,0.091114617,0.069680027,0.140421203,0.467982566,0.068629525,0.126490206,0.138303927,0.108701533,0.105668764,0.134117311,0.136270669,0.19307112,0.155868924,0.095231472,0.122791889,0.084117783,0.187304392,0.183499181,0.080713054,0.152836092,0.282357075,0.224011183,0.104518364,0.151894579,0.479813129,0.229945735,0.272007317
0.269523687,0.182161654,0.112408922,0.092755251,0.206275528,0.121779232,0.210589266,0.316345456,0.231703051,0.09834951,0.122450354,0.210483758,0.24644141,0.257255938,0.279913171,0.176818096,0.138233962,0.142992996,0,0.02176774,0.036051483,0.149040953,0.27909297,0.125294827,0.131420102,0.088013787,0.128988009,0.126212368,0.148114853,0.098575148,0.235185494,0.229138448,0.146181725,0.091209868,0.222591037,0.348201297,0.266924528,0.052946354,0.13037905,0.129730322,0.148823146,0.081331249,0.2013152,0.341748782,0.204333191,0.213065197
0.167205721,0.119918649,0.071249902,0.068022343,0.140751641,0.084871681,0.128511505,0.212640075,0.136088651,0.154747745,0.178768493,0.138489248,0.186364871,0.187114114,0.195030109,0.156925355,0.103277838,0.091114617,0.02176774,0,0.011753541,0.108825698,0.266295642,0.078407796,0.102657404,0.048102672,0.090317544,0.092317187,0.107727619,0.07035554,0.169056022,0.179988342,0.112917748,0.100390859,0.15010742,0.247713565,0.184984352,0.072628766,0.100174158,0.177060503,0.123263575,0.06430193,0.215851297,0.289033547,0.131239635,0.151308404
0.16539522,0.108767915,0.073674468,0.074241934,0.118981279,0.081760544,0.126548582,0.228255276,0.13371101,0.109605746,0.14451178,0.133227943,0.162364948,0.172511637,0.194790237,0.119756878,0.077963727,0.069680027,0.036051483,0.011753541,0,0.057487115,0.346538386,0.066456219,0.108601975,0.054491925,0.080801825,0.064752951,0.097164926,0.050540451,0.140673568,0.161854459,0.110812426,0.102051027,0.080910473,0.257905939,0.205050124,0.071807915,0.105577084,0.166252841,0.11603157,0.045388686,0.180967992,0.322676091,0.134831614,0.170506513
0.222520789,0.175013571,0.115532338,0.16053979,0.192779391,0.138320772,0.193340207,0.307068233,0.211781913,0.17531325,0.236506621,0.249255132,0.25702678,0.274541293,0.244474533,0.161677648,0.14555148,0.140421203,0.149040953,0.108825698,0.057487115,0,0.568069095,0.168773186,0.210727042,0.168961728,0.152122844,0.112457184,0.176160635,0.148071355,0.165628868,0.169861559,0.11857574,0.193432778,0.055780026,0.230561739,0.194703164,0.170165461,0.129211111,0.289994672,0.205105308,0.034715748,0.247268482,0.361963625,0.24185961,0.251079056
0.439818468,0.321038865,0.275105228,0.217227667,0.446399333,0.277330074,0.428167461,0.498486529,0.448225923,0.452916075,0.754579892,0.349689774,0.483164599,0.539503664,0.395727956,0.619488274,0.4536891,0.467982566,0.27909297,0.266295642,0.346538386,0.568069095,0,0.316523955,0.274785008,0.310787783,0.312546103,0.285256184,0.392507474,0.311348145,0.539387539,0.515075761,0.44926276,0.417414353,0.628054638,0.483318599,0.499758539,0.262035082,0.375103477,0.428369416,0.305128633,0.324205146,0.531644542,0.697801517,0.565126478,0.56773968
0.101720778,0.059796922,0.057076865,0.06548923,0.034767141,0.063219002,0.075618104,0.165350403,0.071927401,0.188320238,0.259844107,0.088363113,0.127955243,0.177551165,0.188679021,0.175017713,0.098949404,0.068629525,0.125294827,0.078407796,0.066456219,0.168773186,0.316523955,0,0.02130441,0.07235156,0.040307765,0.048803996,0.04061846,0.046134533,0.089934887,0.153347996,0.169087457,0.185684051,0.161921958,0.261810547,0.310487174,0.111941361,0.167525966,0.208679771,0.091245591,0.0878043,0.223504999,0.372035717,0.151475443,0.196336817
0.141278917,0.120130652,0.106983293,0.069744107,0.066367515,0.083949739,0.101885878,0.175535692,0.123483157,0.198655588,0.258783159,0.113237395,0.126876108,0.178807401,0.198501873,0.218930973,0.146423503,0.126490206,0.131420102,0.102657404,0.108601975,0.210727042,0.274785008,0.02130441,0,0.072017032,0.05392069,0.061121669,0.045541706,0.069399767,0.107753388,0.195395813,0.17649135,0.163924848,0.210939629,0.288819235,0.314036273,0.115670484,0.177088213,0.180880134,0.110979028,0.104148839,0.229374175,0.32372836,0.201348393,0.216811467
0.106391736,0.112095934,0.06657679,0.020066753,0.096491228,0.078340348,0.129757125,0.189493442,0.163530757,0.203347713,0.296603159,0.034948128,0.109338634,0.156450391,0.15676476,0.268176134,0.144069202,0.138303927,0.088013787,0.048102672,0.054491925,0.168961728,0.310787783,0.07235156,0.072017032,0,0.044157417,0.038441009,0.036697,0.006736071,0.106926927,0.227234795,0.166462341,0.182851026,0.190480442,0.339240276,0.274819135,0.12512517,0.158917756,0.270239682,0.142164012,0.097014475,0.292119878,0.381118181,0.155713965,0.145559354
0.108119189,0.111092593,0.054737724,0.078102023,0.088948587,0.094439155,0.126887537,0.162886703,0.103010115,0.189179419,0.266975893,0.092548709,0.162428453,0.216413308,0.202366739,0.19594336,0.128422364,0.108701533,0.128988009,0.090317544,0.080801825,0.152122844,0.312546103,0.040307765,0.05392069,0.044157417,0,0.012604906,0.018185817,0.036778687,0.077870774,0.20570249,0.159973042,0.182302818,0.187833261,0.25670136,0.266414313,0.127282606,0.162262274,0.211925835,0.148705696,0.076565326,0.217076558,0.326066489,0.164319205,0.165751163
0.113867314,0.101459875,0.052369041,0.059191879,0.080959546,0.096048963,0.114429635,0.146380133,0.093242667,0.187645635,0.238816583,0.082275679,0.137866137,0.148158354,0.15505185,0.198386971,0.136052513,0.105668764,0.126212368,0.092317187,0.064752951,0.112457184,0.285256184,0.048803996,0.061121669,0.038441009,0.012604906,0,0.019711014,0.030291603,0.061575633,0.18968873,0.154359844,0.174947304,0.143828417,0.238474447,0.215864601,0.120007706,0.150222511,0.200979038,0.155929049,0.065678853,0.217029159,0.339629592,0.191714723,0.200674779
0.123974373,0.100612491,0.072210136,0.064984276,0.067828464,0.100919047,0.137464909,0.199111219,0.138013756,0.194061217,0.280065539,0.107146297,0.150598369,0.191980356,0.214507535,0.22652282,0.138870446,0.134117311,0.148114853,0.107727619,0.097164926,0.176160635,0.392507474,0.04061846,0.045541706,0.036697,0.018185817,0.019711014,0,0.012986487,0.052404481,0.224634753,0.159140752,0.189596739,0.188365427,0.300745327,0.296685542,0.158006515,0.170248994,0.271237613,0.180746279,0.12163831,0.238023669,0.405222651,0.21410646,0.205439425
